DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
CLT279,CLT.004.279,DIAGNOSIS-POA-FLAG,Diagnosis POA Flag,Situational,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery. POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably have been prevented through the application of evidence-based guidelines. *States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.",CLT279 Values,CLT00004,CLAIM-DX-LT,X(1),142,142,Not Applicable,"1. Value must be 1 character
2. Value must be in Diagnosis POA Flag List (VVL)
3. Situational",CLAIMLT
CLT280,CLT.004.280,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,CLT00004,CLAIM-DX-LT,X(500),143,642,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",CLAIMLT
COT001,COT.001.001,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",COT001 Values,COT00001,FILE-HEADER-RECORD-OT,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""COT00001""",CLAIMOT
COT002,COT.001.002,DATA-DICTIONARY-VERSION,Data Dictionary Version,Mandatory,A data element to capture the version of the T-MSIS data dictionary that was used to build the file.,COT002 Values,COT00001,FILE-HEADER-RECORD-OT,X(10),9,18,Not Applicable,"1. Value must be 10 characters or less
2. Value must be in Data Dictionary Version List (VVL)
3. Value must not include the pipe (""|"") symbol
4. Mandatory",CLAIMOT
COT003,COT.001.003,SUBMISSION-TRANSACTION-TYPE,Submission Transaction Type,Mandatory,"A data element to identify the whether the transactions in the file are original submissions of the data, a resubmission of a previously submitted file, or corrections of edit rejects.",COT003 Values,COT00001,FILE-HEADER-RECORD-OT,X(1),19,19,Not Applicable,"1. Value must be 1 character
2. Value must be in Submission Transaction Type List (VVL)
3. Mandatory",CLAIMOT
COT004,COT.001.004,FILE-ENCODING-SPECIFICATION,File Encoding Specification,Mandatory,Denotes which supported file encoding standard was used to create the file.,COT004 Values,COT00001,FILE-HEADER-RECORD-OT,X(3),20,22,Not Applicable,"1. Value must be 3 characters
2. Value must be in File Encoding Specification List (VVL)
3. Mandatory",CLAIMOT
COT005,COT.001.005,DATA-MAPPING-DOCUMENT-VERSION,Data Mapping Document Version,Mandatory,Identifies the version of the T-MSIS data mapping document used to build a state submission file.,,COT00001,FILE-HEADER-RECORD-OT,X(9),23,31,Not Applicable,"1. Value must be 9 characters or less
2. Mandatory",CLAIMOT
COT006,COT.001.006,FILE-NAME,File Name,Mandatory,"A code to identify the subject area to which the records in its file relate. Each T-MSIS submission file should only contain records for one subject area (i.e., Eligible, Third-party liability, Provider, Managed Care Plan Information, Inpatient, Long-Term Care, Other, Pharmacy Claim, and Financial Transactions).",,COT00001,FILE-HEADER-RECORD-OT,X(8),32,39,Not Applicable,"1. Value must equal ""CLAIM-OT""
2. Mandatory",CLAIMOT
COT007,COT.001.007,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",COT007 Values,COT00001,FILE-HEADER-RECORD-OT,X(2),40,41,Not Applicable,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
",CLAIMOT
COT008,COT.001.008,DATE-FILE-CREATED,Date File Created,Mandatory,The date on which the file was created.,,COT00001,FILE-HEADER-RECORD-OT,9(8),42,49,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value of the CC component must be ""20""
3. Value must be less than current date
4. Value must be equal to or after the value of associated End of Time Period
5. Mandatory",CLAIMOT
COT009,COT.001.009,START-OF-TIME-PERIOD,Start of Time Period,Mandatory,"This value must be the first day of the reporting month, regardless of the actual date span of the data in the file.",,COT00001,FILE-HEADER-RECORD-OT,9(8),50,57,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be equal to or earlier than associated Date File Created
3. Value must be before associated End of Time Period
4. Mandatory
5. Value of the CC component must be ""20""",CLAIMOT
COT010,COT.001.010,END-OF-TIME-PERIOD,End of Time Period,Mandatory,"This value must be the last day of the reporting month, regardless of the actual date span.",,COT00001,FILE-HEADER-RECORD-OT,9(8),58,65,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value of the CC component must be ""20""
3. Value must be equal to or earlier than associated Date File Created
4. Value must be equal to or after associated Start of Time Period
5. Mandatory",CLAIMOT
COT011,COT.001.011,FILE-STATUS-INDICATOR,File Status Indicator,Mandatory,A code to indicate whether the records in the file are test or production records.,COT011 Values,COT00001,FILE-HEADER-RECORD-OT,X(1),66,66,Not Applicable,"1. Value must be 1 character
2. For production files, value must be equal to ""P""
3. Value must be in File Status Indicator List (VVL)
4. Mandatory",CLAIMOT
COT012,COT.001.012,SSN-INDICATOR,SSN Indicator,Mandatory,"Indicates whether the state uses the eligible person's social security number instead of an MSIS Identification Number as the unique, unchanging eligible person identifier. A state's SSN/Non-SSN designation on the eligibility file should match on the claims and third party liability files.",COT012 Values,COT00001,FILE-HEADER-RECORD-OT,X(1),67,67,Not Applicable,"1. Value must be 1 character
2. Value must be in SSN Indicator List (VVL)
3. Mandatory",CLAIMOT
COT013,COT.001.013,TOT-REC-CNT,Total Record Count,Mandatory,A count of all records in the file except for the file header record. This count will be used as a control total to help assure that the file did not become corrupted during transmission.,,COT00001,FILE-HEADER-RECORD-OT,9(11),68,78,Not Applicable,"1. Value must be 11 digits or less
2. Value must be a positive integer
3. Value must be between 0:99999999999 (inclusive)
4. Value must equal the number of records included in the file submission except for the file header record.
5. Mandatory",CLAIMOT
COT216,COT.001.216,SEQUENCE-NUMBER,Sequence Number,Mandatory,"To enable states to sequentially number files, when related, follow-on files are necessary (i.e. update files, replace files). This should begin with 1 for the original Create submission type and be incremented by one for each Replacement or Update submission for the same reporting period and file type (subject area).",,COT00001,FILE-HEADER-RECORD-OT,X(4),79,82,Not Applicable,"1. Value must be 4 characters or less
2. Value must be between 1 and 9999
3. Value must be equal to the largest of any prior values for the same reporting period and file type, plus 1 (i.e. incremented by 1)
4. Value must not contain a pipe symbol
5. Mandatory",CLAIMOT
COT014,COT.001.014,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,COT00001,FILE-HEADER-RECORD-OT,X(500),83,582,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",CLAIMOT
COT016,COT.002.016,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",COT016 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""COT00002""",CLAIMOT
COT017,COT.002.017,SUBMITTING-STATE,Submitting State,Mandatory,"A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.
",COT017 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (COT.001.007)
",CLAIMOT
COT018,COT.002.018,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,COT00002,CLAIM-HEADER-RECORD-OT,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",CLAIMOT
COT019,COT.002.019,ICN-ORIG,Original ICN,Mandatory,A unique number assigned by the state's payment system that identifies an original or adjustment claim.,,COT00002,CLAIM-HEADER-RECORD-OT,X(50),22,71,2,"1. Value must be 50 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",CLAIMOT
COT020,COT.002.020,ICN-ADJ,Adjustment ICN,Conditional,A unique claim number assigned by the state's payment system that identifies the adjustment claim for an original transaction.,,COT00002,CLAIM-HEADER-RECORD-OT,X(50),72,121,3,"1. Value must be 50 characters or less
2. Value must not contain a pipe or asterisk symbols
3. If associated Adjustment Indicator value equals ""0"", then value must not be populated
4. Conditional
5. If associated Adjustment Indicator value is in [4,1], then value must be populated",CLAIMOT
COT021,COT.002.021,SUBMITTER-ID,Submitter ID,Mandatory,The Submitter Identification number is the value that identifies the provider/trading partner/clearing house organization to the state's claim adjudication system.,,COT00002,CLAIM-HEADER-RECORD-OT,X(12),122,133,Not Applicable,"1. Value must be 12 characters or less
2. Mandatory",CLAIMOT
COT022,COT.002.022,MSIS-IDENTIFICATION-NUM,MSIS Identification Number,Mandatory,"A state-assigned unique identification number used to identify a Medicaid/CHIP enrolled individual. Value may be an SSN, temporary SSN or State-assigned eligible individual identifier. MSIS Identification Numbers are a unique ""key"" value used to maintain referential integrity of data distributed over multiples files, segments and reporting periods. See T-MSIS Guidance Document, ""CMS Guidance: Reporting Shared MSIS Identification Numbers"" for information on reporting the MSIS Identification Numbers ID for pregnant women, unborn children, mothers, and their deemed newborns younger than 1 year of age who share the same MSIS Identification Number.
https://www.medicaid.gov/tmsis/dataguide/t-msis-coding-blog/reporting-shared-msis-identification-numbers-eligibility/",,COT00002,CLAIM-HEADER-RECORD-OT,X(20),134,153,Not Applicable,"1. Value must be 20 characters or less
2. Mandatory
3. Value must match MSIS Identification Number (ELG.021.251) and the Beginning Date of Service (COT.002.033) must be between Enrollment Effective Date (ELG.021.253) and Enrollment End Date (ELG.021.254)
4. Value must not contain Ampersand symbol",CLAIMOT
COT023,COT.002.023,CROSSOVER-INDICATOR,Crossover Indicator,Mandatory,An indicator specifying whether the claim is a crossover claim where a portion is paid by Medicare.,COT023 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),154,154,Not Applicable,"1. Value must be 1 character
2. Value must be in Crossover Indicator List (VVL)
3. If Crossover Indicator value equals ""1"", then associated Dual Eligible Code (ELG.005.085) value must be in [01,02,04,08,09,10] for the same time period (by date of service)
4. Mandatory",CLAIMOT
COT024,COT.002.024,1115A-DEMONSTRATION-IND,1115A Demonstration Indicator,Situational,"In the claims files this data element indicates whether the claim or encounter was covered under the authority of an 1115A demonstration. In the Eligibility file, this data element indicates whether the individual participates in an 1115A demonstration.",COT024 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),155,155,Not Applicable,"1. Value must be 1 character
2. Value must be in 1115A Demonstration Indicator List (VVL)
3. Situational
4. When value equals ""0"", is invalid or not populated, then the associated 1115A Demonstration Indicator (ELG.018.233) must equal ""0"", is invalid or not populated",CLAIMOT
COT025,COT.002.025,ADJUSTMENT-IND,Adjustment Indicator,Mandatory,Indicates the type of adjustment record.,COT025 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),156,156,4,"1. Value must be 1 character
2. Value must be in Adjustment Indicator List (VVL)
3. Value must be in [0,1,4]
4. Mandatory
5. If value equals ""0"", then associated Adjustment ICN must not be populated
6. Value must equal ""1"", when associated Claim Status equals ""686""",CLAIMOT
COT026,COT.002.026,ADJUSTMENT-REASON-CODE,Adjustment Reason Code,Conditional,"Claim adjustment reason codes communicate why a claim was paid differently than it was billed.
",COT026 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(3),157,159,Not Applicable,"1. Value must be 3 characters or less
2. Value must be in Adjustment Reason Code List (VVL)
3. Conditional
4. Value must be populated when the total paid amount is different from the total billed amount
",CLAIMOT
COT033,COT.002.033,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service,Mandatory,"For services received during a single encounter with a provider, the date the service covered by this claim was received. For services involving multiple encounters on different days, or periods of care extending over two or more days, this would be the date on which the service covered by this claim began.",,COT00002,CLAIM-HEADER-RECORD-OT,9(8),160,167,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be less than or equal to associated End of Time Period value
3. Value must be less than or equal to associated Ending Date of Service value
4. Value must be less than or equal to associated Adjudication Date value
5. Value must be less than or equal to associated Date of Death (ELG.002.025) value when populated
6. Value must be less than or equal to at least one of the eligible's Enrollment End Date (ELG.021.254) values
7. Mandatory",CLAIMOT
COT034,COT.002.034,ENDING-DATE-OF-SERVICE,Ending Date of Service,Mandatory,"For services received during a single encounter with a provider, the date the service covered by this claim was received. For services involving multiple encounters on different days, or periods of care extending over two or more days, the date on which the service covered by this claim ended.",,COT00002,CLAIM-HEADER-RECORD-OT,9(8),168,175,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value must be less than or equal to associated End of Time Period value
3. Value must be greater than or equal to associated Beginning Date of Service value
4. Value must be less than or equal to associated Adjudication Date value
5. Value must be less than or equal to associated Date of Death (ELG.002.025) value when populated
6. Value must be equal to or greater than associated Date of Birth (ELG.002.024) value
7. Mandatory",CLAIMOT
COT035,COT.002.035,ADJUDICATION-DATE,Adjudication Date,Mandatory,"The date on which the payment status of the claim was finally adjudicated by the state. For Encounter Records (Type of Claim = 3, C, W), use date the encounter was processed by the state.",,COT00002,CLAIM-HEADER-RECORD-OT,9(8),176,183,5,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value should be on or before End of Time Period (COT.001.010)
3. Mandatory
4. Value should be on or after the associated Beginning Date of Service",CLAIMOT
COT036,COT.002.036,MEDICAID-PAID-DATE,Medicaid Paid Date,Mandatory,"The date Medicaid paid this claim or adjustment. For Encounter Records (Type of Claim = 3, C, W), the date the managed care organization paid the provider for the claim or adjustment.",,COT00002,CLAIM-HEADER-RECORD-OT,9(8),184,191,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Must have an associated Total Medicaid Paid Amount
3. Mandatory",CLAIMOT
COT037,COT.002.037,TYPE-OF-CLAIM,Type of Claim,Mandatory,"A code to indicate what type of payment is covered in this claim. For sub-capitated encounters from a sub-capitated entity or sub-capitated network provider, report TYPE-OF-CLAIM = '3' for a Medicaid sub-capitated encounter record or 'C' or an S-CHIP sub-capitated encounter record",COT037 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),192,192,Not Applicable,"1. Value must be 1 character
2. Value must be in Type of Claim List (VVL)
3. Mandatory",CLAIMOT
COT038,COT.002.038,TYPE-OF-BILL,Type of Bill,Situational,"A data element corresponding with UB-04 form locator FL4 that classifies the claim as to the type of facility (2nd digit), type of care (3rd digit) and the billing record's sequence in the episode of care (4th digit). (Note that the 1st digit is always zero.)
",COT038 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(4),193,196,Not Applicable,"1. Value must be 4 characters
2. First character value must be a ""0""
3. Second character value must be in Type of Bill 2 Facility Type List (VVL)
4. Third character value must be in one of the corresponding Type of Bill 3 Classification Lists (VVL) 
5. Fourth character value must be in Type of Bill 4 Frequency List (VVL)
6. Situational
",CLAIMOT
COT039,COT.002.039,CLAIM-STATUS,Claim Status,Situational,"The health care claim status codes convey the status of an entire claim status codes from the 277 transaction set. Only report the claim status for the final, adjudicated claim.
",COT039 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(3),197,199,Not Applicable,"1. Value must be 3 characters or less
2. Value must be in Claim Status List (VVL)
3. Situational
4. If value in [542,585,654], then Claim Denied Indicator must be ""0"" and Claim Status Category must be ""F2""
",CLAIMOT
COT040,COT.002.040,CLAIM-STATUS-CATEGORY,Claim Status Category,Mandatory,"The general category of the claim status (accepted, rejected, pended, finalized, additional information requested, etc.) from the 277 transaction set which is then further detailed in the companion data element claim status.
",COT040 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(3),200,202,Not Applicable,"1. Value must be 3 characters or less
2. Value must be in Claim Status Category List (VVL)
3. (Denied Claim) if associated Claim Denied Indicator indicates the claim was denied, then value must be ""F2""
4. (Denied Claim) if associated Claim Status is in [542,585,654], then value must be ""F2""
5. Mandatory
",CLAIMOT
COT041,COT.002.041,SOURCE-LOCATION,Source Location,Mandatory,"The field denotes the claims payment system from which the claim was extracted.

For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report a SOURCE-LOCATION = '22' to indicate that the sub-capitated entity paid a provider for the service to the enrollee on a FFS basis.

For sub-capitated encounters from a sub-capitated network provider that were submitted to sub-capitated entity, report a SOURCE-LOCATION = '23' to indicate that the sub-capitated network provider provided the service directly to the enrollee.

For sub-capitated encounters from a sub-capitated network provider, report a SOURCE-LOCATION = '23' to indicate that the sub-capitated network provider provided the service directly to the enrollee.",COT041 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),203,204,Not Applicable,"1. Value must be 2 characters
2. Value must be in Source Location List (VVL)
3. Mandatory",CLAIMOT
COT042,COT.002.042,CHECK-NUM,Check Number,Situational,The check or electronic funds transfer number.,,COT00002,CLAIM-HEADER-RECORD-OT,X(15),205,219,Not Applicable,"1. Value must be 15 characters or less
2. Value must have an associated Check Effective Date
3. Value must not contain a pipe or asterisk symbols
4. Situational",CLAIMOT
COT043,COT.002.043,CHECK-EFF-DATE,Check Effective Date,Situational,"The date a check is issued to the payee. In the case of electronic funds transfer, it is the date the transfer is made.",,COT00002,CLAIM-HEADER-RECORD-OT,9(8),220,227,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Must have an associated Check Number
3. Situational",CLAIMOT
COT044,COT.002.044,CLAIM-PYMT-REM-CODE-1,Remittance Advice Remark Code 1,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",COT044 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(5),228,232,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
",CLAIMOT
COT045,COT.002.045,CLAIM-PYMT-REM-CODE-2,Remittance Advice Remark Code 2,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",COT045 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(5),233,237,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 1 (COT.002.044) is not populated
",CLAIMOT
COT046,COT.002.046,CLAIM-PYMT-REM-CODE-3,Remittance Advice Remark Code 3,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",COT046 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(5),238,242,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 2 (CLT.002.045) is not populated
",CLAIMOT
COT047,COT.002.047,CLAIM-PYMT-REM-CODE-4,Remittance Advice Remark Code 4,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",COT047 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(5),243,247,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 3 (COT.002.046) is not populated
",CLAIMOT
COT048,COT.002.048,TOT-BILLED-AMT,Total Billed Amount,Conditional,"The total amount billed for this claim at the claim header level as submitted by the provider. For encounter records, when Type of Claim value is in [3, C, W], then value must equal amount the provider billed to the managed care plan. For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report the total amount that the provider billed the sub-capitated entity for the service. Report a null value in this field if the provider is a sub-capitated network provider. For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,248,260,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Value must equal the sum of all Billed Amount instances for the associated claim
4. Conditional
5. (individual line item payments) when populated and Payment Level Indicator (COT.002.068) equals ""2"" value must be greater than or equal to the sum of all claim line Revenue Charges (COT.003.168)",CLAIMOT
COT049,COT.002.049,TOT-ALLOWED-AMT,Total Allowed Amount,Conditional,"The claim header level maximum amount determined by the payer as being 'allowable' under the provisions of the contract prior to the determination of actual payment. On FFS claims the Allowed Amount is determined by the state's MMIS. On managed care encounters the Allowed Amount is determined by the managed care organization. For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report the total amount that the sub-capitated entity allowed for the service. Report a null value in this field if the provider is a sub-capitated network provider.

For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,261,273,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. When populated and Payment Level Indicator equals ""2"", then value must equal the sum of all claim line Allowed Amount values
4. Conditional",CLAIMOT
COT050,COT.002.050,TOT-MEDICAID-PAID-AMT,Total Medicaid Paid Amount,Conditional,"The total amount paid by Medicaid/CHIP or the managed care plan on this claim or adjustment at the claim header level, which is the sum of the amounts paid by Medicaid or the managed care plan at the detail level for the claim.

For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report the total amount that the sub-capitated entity paid the provider for the service. Report a null value in this field if the provider is a sub-capitated network provider.

For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,274,286,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Must have an associated Medicaid Paid Date
4. If Total Medicare Coinsurance Amount and Total Medicare Deductible Amount is reported it must equal Total Medicaid Paid Amount
5. When Payment Level Indicator equals ""2"", value must equal the sum of line level Medicaid Paid Amounts
6. Conditional
7. Value must not be populated or equal to ""0.00"" when associated Claim Status is in [542,585,654]
8. Value must not be greater than Total Allowed Amount (COT.002.049)",CLAIMOT
COT052,COT.002.052,TOT-MEDICARE-DEDUCTIBLE-AMT,Total Medicare Deductible Amount,Conditional,"The amount paid by Medicaid/CHIP, on this claim at the claim header level, toward the beneficiary's Medicare deductible. If the Medicare deductible amount can be identified separately from Medicare coinsurance payments, code that amount in this field. If the Medicare coinsurance and deductible payments cannot be separated, fill this field with the combined payment amount, code Medicare Combined Indicator a '1' and leave Total Medicare Coinsurance Amount unpopulated.",,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,287,299,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. If associated Crossover Indicator value equals ""0"" (not a crossover claim), then value should not be populated
4. If associated Dual Eligible Code (ELG.005.085) value is in [01,02,03,04,05,06,08,09,10] (Medicare Enrolled), then value is mandatory and must be provided
5. Conditional
6. When populated, value must be less than or equal to Total Billed Amount",CLAIMOT
COT053,COT.002.053,TOT-MEDICARE-COINS-AMT,Total Medicare Coinsurance Amount,Situational,The total amount paid by the Medicaid/CHIP agency or a managed care plan towards the portion of the Medicare allowed charges that Medicare applied to coinsurance.,,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,300,312,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. If associated Crossover Indicator value equals ""0"" (not a crossover claim), then value should not be populated.
4. Situational
5. If associated Medicare Combined Deductible Indicator equals ""1"", then value must not be populated
6. When populated, value must be less than or equal to Total Billed Amount",CLAIMOT
COT054,COT.002.054,TOT-TPL-AMT,Total TPL Amount,Situational,"Third-party liability refers to the legal obligation of third parties, i.e., certain individuals, entities, or programs, to pay all or part of the expenditures for medical assistance furnished under a state plan. This is the total amount denoted at the claim header level paid by the third party.",,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,313,325,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Value must be less than associated Total Billed Amount - (Total Medicare Coinsurance Amount + Total Medicare Deductible Amount)
4. Situational",CLAIMOT
COT056,COT.002.056,TOT-OTHER-INSURANCE-AMT,Total Other Insurance Amount,Situational,The amount paid by insurance other than Medicare or Medicaid on this claim.,,COT00002,CLAIM-HEADER-RECORD-OT,S9(11)V99,326,338,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Situational",CLAIMOT
COT057,COT.002.057,OTHER-INSURANCE-IND,Other Insurance Indicator,Situational,The field denotes whether the insured party is covered under an other insurance plan other than Medicare or Medicaid.,COT057 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),339,339,Not Applicable,"1. Value must be 1 character
2. Value must be in Other Insurance Indicator List (VVL)
3. Situational",CLAIMOT
COT058,COT.002.058,OTHER-TPL-COLLECTION,Other TPL Collection,Mandatory,"This data element indicates that the claim is for a beneficiary for whom other third party resource development and collection activities are in progress, when the liability is not another health insurance plan for which the eligible is a beneficiary.",COT058 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(3),340,342,Not Applicable,"1. Value must be in Other TPL Collection List (VVL)
2. Value must be 3 characters
3. Mandatory",CLAIMOT
