MEASURE,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
OUT,QI_COMBINED_HEDIS_2023_PLD,,,COB_AD_Denom,1,8,90,,1,600,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,COB_AD_Num,1,8,91,,1,608,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,COL_Denom,1,8,88,,1,584,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,COL_Num,1,8,89,,1,592,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,CPU1_Denom,1,8,233,,1,1744,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,CPU1_Num,1,8,235,,1,1760,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,CPU2_Denom,1,8,234,,1,1752,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,CPU2_Num,1,8,236,,1,1768,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,CPU_EP,1,8,232,,1,1736,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,ContractType,2,22,11,,0,2811,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DEV_Denom,1,8,120,,1,840,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DEV_EP,1,8,119,,1,832,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DEV_Num,1,8,121,,1,848,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DMH_Denom,1,8,127,,1,896,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DMH_Num,1,8,128,,1,904,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,DOB,2,20,5,,0,2611,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Dual_month,2,14,12,,0,2833,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,EED_Denom,1,8,131,,1,928,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,EED_EP,1,8,130,,1,920,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,EED_Num,1,8,132,,1,936,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,ENPA_EP,1,8,129,,1,912,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA1_Denom,1,8,149,,1,1072,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA1_Num,1,8,150,,1,1080,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA2_Denom,1,8,151,,1,1088,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA2_Num,1,8,152,,1,1096,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA3_Denom,1,8,153,,1,1104,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA3_Num,1,8,154,,1,1112,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA4_Denom,1,8,155,,1,1120,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUA4_Num,1,8,156,,1,1128,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH1_Denom,1,8,157,,1,1136,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH1_Num,1,8,158,,1,1144,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH2_Denom,1,8,159,,1,1152,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH2_Num,1,8,160,,1,1160,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH3_Denom,1,8,161,,1,1168,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH3_Num,1,8,162,,1,1176,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH4_Denom,1,8,163,,1,1184,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH4_Num,1,8,164,,1,1192,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH5_Denom,1,8,165,,1,1200,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH5_Num,1,8,166,,1,1208,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH6_Denom,1,8,167,,1,1216,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH6_Num,1,8,168,,1,1224,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH7_Denom,1,8,169,,1,1232,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH7_Num,1,8,170,,1,1240,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH8_Denom,1,8,171,,1,1248,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUH8_Num,1,8,172,,1,1256,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM1_Denom,1,8,133,,1,944,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM1_Num,1,8,134,,1,952,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM2_Denom,1,8,135,,1,960,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM2_Num,1,8,136,,1,968,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM3_Denom,1,8,137,,1,976,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM3_Num,1,8,138,,1,984,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM4_Denom,1,8,139,,1,992,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM4_Num,1,8,140,,1,1000,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM5_Denom,1,8,141,,1,1008,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM5_Num,1,8,142,,1,1016,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM6_Denom,1,8,143,,1,1024,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM6_Num,1,8,144,,1,1032,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM7_Denom,1,8,145,,1,1040,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM7_Num,1,8,146,,1,1048,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM8_Denom,1,8,147,,1,1056,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,FUM8_Num,1,8,148,,1,1064,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Fname,2,62,4,,0,2549,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Gender,2,13,6,,0,2631,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD1_Denom,1,8,178,,1,1304,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD1_EP,1,8,177,,1,1296,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD1_Num,1,8,179,,1,1312,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD2_Denom,1,8,181,,1,1328,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD2_EP,1,8,180,,1,1320,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD2_Num,1,8,182,,1,1336,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD3_Denom,1,8,224,,1,1672,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD3_EP,1,8,223,,1,1664,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HBD3_Num,1,8,225,,1,1680,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HPCMI_AD_Denom,1,8,123,,1,864,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HPCMI_AD_EP,1,8,122,,1,856,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HPCMI_AD_Num,1,8,124,,1,872,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HVL1_Denom,1,8,183,,1,1344,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HVL1_Num,1,8,184,,1,1352,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,HVL2_Num,1,8,185,,1,1360,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IET1_Denom,1,8,201,,1,1488,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IET1_Num,1,8,202,,1,1496,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IET2_Denom,1,8,203,,1,1504,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IET2_Num,1,8,204,,1,1512,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA1_Denom,1,8,191,,1,1408,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA1_EP,1,8,186,,1,1368,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA1_Num,1,8,196,,1,1448,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA2_Denom,1,8,192,,1,1416,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA2_EP,1,8,187,,1,1376,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA2_Num,1,8,197,,1,1456,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA3_Denom,1,8,193,,1,1424,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA3_EP,1,8,188,,1,1384,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA3_Num,1,8,198,,1,1464,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA4_Denom,1,8,194,,1,1432,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA4_EP,1,8,189,,1,1392,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA4_Num,1,8,199,,1,1472,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA5_Denom,1,8,195,,1,1440,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA5_EP,1,8,190,,1,1400,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IMA5_Num,1,8,200,,1,1480,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU1_Denom,1,8,206,,1,1528,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU2_Num,1,8,207,,1,1536,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU3_Denom,1,8,210,,1,1560,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU4_Num,1,8,211,,1,1568,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU5_Denom,1,8,208,,1,1544,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU6_Num,1,8,209,,1,1552,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU7_Denom,1,8,213,,1,1584,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU8_Num,1,8,214,,1,1592,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU_MAT_Denom,1,8,205,,1,1520,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU_MED_Denom,1,8,215,,1,1600,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU_SURG_Denom,1,8,216,,1,1608,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,IPU_TOT_Denom,1,8,212,,1,1576,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Insur_month,2,14,13,,0,2847,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Insur_type,2,13,14,,0,2861,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Lang_MQD,2,14,322,,0,2906,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Language,2,62,8,,0,2706,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,Lname,2,62,3,,0,2487,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,MLTSS1_6_Denom,1,8,217,,1,1616,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,MLTSS1_6_Num,1,8,218,,1,1624,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,MLTSS1_8_Denom,1,8,250,,1,1880,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,MLTSS1_8_Num,1,8,252,,1,1896,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2023_PLD,,,MLTSS2_6_Denom,1,8,219,,1,1632,476229,V9,9/21/2023,9/21/2023,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
