OWNER,TABLE_NAME,COLUMN_NAME,ADDED_DESCRIPTION,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SIEBEL,CX_OG_BNPL_IT_X,CONFLICT_ID,unique identifier assigned to a conflict record.,VARCHAR2,,,60,,,N,7,4,0' ,1,30,30,1,0,1,20-Jun-24,22522141,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,PAR_ROW_ID,Row Id of Parent,VARCHAR2,,,60,,,N,8,,,22522141,312D313030364B4255,312D5A5A5754344E,4.44E-08,0,1,20-Jun-24,22522141,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,TOGGLE_FLG,Toggle Flag,CHAR,,,4,,,Y,9,3,N',2,4E,59,2.22E-08,0,2,20-Jun-24,22522141,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,DB_LAST_UPD,Recent Date on which record got updated,DATE,,,7,,,Y,10,,,6348288,7871091B141233,787C0614151E30,1.58E-07,0,1,20-Jun-24,22522141,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,EFF_END_TS_DT,Benefit line item end date,DATE,,,7,,,Y,11,,,118864,777307020D0101,8C720415010101,0.000007,16300980,254,20-Jun-24,5560,,,YES,NO,3,0,,NO,YES,HYBRID,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,ELIGIBLE_FLG,Eligibility Indicator,CHAR,,,4,,,Y,12,,,1,4E,4E,1,2952418,1,20-Jun-24,19569723,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,EXP_DT,Indicates the Enda Date if BLI,DATE,,,7,,,Y,13,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,GROSS_INCOME,Gross Income,NUMBER,,,22,10,0,Y,14,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,HH_MEM_ASS_PLAN,Total HH Members in the Assistance Plan,NUMBER,,,22,10,0,Y,15,,,14,80,C3080211,0.071428571,21487076,1,20-Jun-24,1035065,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,HH_MEM_FIN_PLAN,Total HH Members Financially Responsible,NUMBER,,,22,10,0,Y,16,,,9,80,C10A,0.111111111,21476540,1,20-Jun-24,1045601,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,MAGI_EXCPT_EXCS_INCM,Expected MAGI Excess Income,NUMBER,,,22,22,7,Y,17,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,MAGI_EXCS_INCM,Excess Income of MAGI,NUMBER,,,22,22,7,Y,18,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,MAX_ANNUAL_CO_PAY,Annual Co-Pay ,NUMBER,,,22,10,0,Y,19,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,NEXT_LIHEAP_ELIG_DT,Captures Next LIHEAP Eligibility Date,DATE,,,7,,,Y,20,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,PERCENTAGE,Percentage,NUMBER,,,22,10,7,Y,21,,,3,80,C202,0.333333333,22522107,1,20-Jun-24,34,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,SANCTION_END_DT,Date Sanction for End,DATE,,,7,,,Y,22,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,SANCTION_START_DT,Date Sanction for Start,DATE,,,7,,,Y,23,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,SPL_EFF_START_DT,Special benefit plan effective date,DATE,,,7,,,Y,24,,,3611,779A0909010101,787C0901010101,0.000276932,21703386,1,20-Jun-24,818755,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,SPL_ENROLL_END_DT,Special Enrollment End Date,DATE,,,7,,,Y,25,,,1610,779B091E010101,787C081F010101,0.000621118,22466548,1,20-Jun-24,55593,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,SPL_ENROLL_START_DT,Special Enrollment Start Date,DATE,,,7,,,Y,26,,,18,787109020C1E36,7872071610213A,0.055555556,22522094,1,20-Jun-24,47,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,TOTAL_INCOME,Indicates the Total Income,NUMBER,,,22,10,0,Y,27,,,1,80,80,1,21472544,1,20-Jun-24,1049597,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,TOTAL_RESOURCE,Indicates the Total Resource,NUMBER,,,22,10,0,Y,28,,,1,80,80,1,21472544,1,20-Jun-24,1049597,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,CSR_LEVEL,Indicates CSR Level,VARCHAR2,,,120,,,Y,29,,,0,,,0,22522141,0,20-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,DB_LAST_UPD_SRC,Login by whom record is updated recently,VARCHAR2,,,200,,,Y,30,,,7,45494D,55736572,0.142857143,0,1,20-Jun-24,22522141,CHAR_CS,200,YES,NO,26,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,GUID,Decision Report GUID,VARCHAR2,,,400,,,Y,31,,,0,,,0,22522141,0,20-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,REASON, The reason for the Benefit termination/denial,VARCHAR2,,,4000,,,Y,32,,,393,0D0A494E204F5244455220544F204D414B452041204E414D45204348414E47452C20594F55204D555354205355424D4954204120434F5059204F4620594F5552,776865726561626F75747320756E6B6E6F776E,0.002544529,20664890,1,20-Jun-24,1857251,CHAR_CS,4000,YES,NO,6,2000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SANCTIONED,Captures the Sanctioned Details,VARCHAR2,,,120,,,Y,33,,,0,,,0,22522141,0,20-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SANCTION_COMMENT,Captures Sanction Comment,VARCHAR2,,,4000,,,Y,34,,,0,,,0,22522141,0,20-Jun-24,,CHAR_CS,4000,YES,NO,0,2000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SANCTION_TYPE_CD,Sanction Type,VARCHAR2,,,120,,,Y,35,,,0,,,0,22522141,0,20-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SPL_ELIGIBLE_FLG,Special Eligible,VARCHAR2,,,4,,,Y,36,,,2,4E,59,0.5,21472546,1,20-Jun-24,1049595,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SPL_ENROLL_REASON,Reason Special for Enroll,VARCHAR2,,,1020,,,Y,37,,,2,0A,4C6F7373206F66204D4543,0.5,22507376,1,20-Jun-24,14765,CHAR_CS,1020,YES,NO,2,255,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,SPL_ENROLL_REASON_CD,OG Special Enrollment Reason Code,VARCHAR2,,,200,,,Y,38,,,2,0A,303134,0.5,22507376,1,20-Jun-24,14765,CHAR_CS,200,YES,NO,2,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,COMMENTS,Comments,LONG,,,0,,,Y,39,,,,,,,,,,,CHAR_CS,0,NO,NO,,0,,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_ADVERSE_ACTION_APPLIED,Adversion Action Applied Indicator,CHAR,,,4,,,Y,40,,,2,4E,59,0.5,5043570,1,20-Jun-24,17478571,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_EMERGENCY_SERVICES,Emergency Service Indicator,CHAR,,,4,,,Y,41,,,2,4E,59,0.5,5849379,1,20-Jun-24,16672762,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_ALLOW_DED,MAGI Budget Allowable Deduction,NUMBER,,,22,22,7,Y,42,,,3162,80,C35C441B,0.000316256,5040676,1,20-Jun-24,17481465,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_FLAG,MAGI Indicator,CHAR,,,4,,,Y,43,,,2,4E,59,0.5,5041990,1,20-Jun-24,17480151,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_HH_INC_THR_PRECENT,Household Income Threshold MAGI,VARCHAR2,,,80,,,Y,44,,,1250,2420342C3635302E3030,6E2F61,0.0008,5114481,1,20-Jun-24,17407660,CHAR_CS,80,YES,NO,8,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_HH_INC_THRESHOLD,,NUMBER,,,22,22,7,Y,45,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_HH_INCOME,Household Income MAGI,NUMBER,,,22,22,7,Y,46,,,274176,80,C5045F39362714,3.65E-06,5215078,1,20-Jun-24,17307063,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_HH_SIZE,MAGI Household member count,NUMBER,,,22,22,7,Y,47,,,30,80,C40B021519,0.033333333,5048805,1,20-Jun-24,17473336,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_MAGI_SPENDDOWN,MAGI Spenddown,CHAR,,,4,,,Y,48,,,2,4E,59,0.5,5849795,1,20-Jun-24,16672346,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_ALLOW_DED,Non MAGI Allow,NUMBER,,,22,22,7,Y,49,,,35820,80,C40615010333,2.79E-05,5290307,1,20-Jun-24,17231834,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_FLAG,Non MAGI Indicator,CHAR,,,4,,,Y,50,,,2,4E,59,0.5,5041495,1,20-Jun-24,17480646,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_HH_INC_THR_PERCE,Non MAGI Household Income Threshold Percent,VARCHAR2,,,80,,,Y,51,,,910,24,6E2F61,0.001098901,5620031,1,20-Jun-24,16902110,CHAR_CS,80,YES,NO,8,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_HH_INC_THRESHOLD,,NUMBER,,,22,22,7,Y,52,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_HH_INCOME,Household Income for Non MAGI,NUMBER,,,22,22,7,Y,53,,,272096,3D5B66,C50215022C51,3.68E-06,5289661,1,20-Jun-24,17232480,,,YES,NO,4,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_HH_SIZE,Household Size for Non MAGI,NUMBER,,,22,22,7,Y,54,,,18,80,C12D,0.055555556,5049124,1,20-Jun-24,17473017,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_NON_MAGI_SPENDDOWN,Spenddown Non for MAGI,CHAR,,,4,,,Y,55,,,2,4E,59,0.5,5864193,1,20-Jun-24,16657948,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_REPORTED_HH_INCOME,Income Reported for Household,NUMBER,,,22,22,7,Y,56,,,244032,80,C5045F39362714,4.10E-06,5137822,1,20-Jun-24,17384319,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_REPORTED_HH_RESOURCE,Resource Reported for Household,NUMBER,,,22,22,7,Y,57,,,143664,3C5D19565A66,C511011F14010E,6.96E-06,5040102,1,20-Jun-24,17482039,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_REPORTED_HH_SIZE,Size Reported for Household,NUMBER,,,22,22,7,Y,58,,,34,80,C251,0.029411765,5038539,1,20-Jun-24,17483602,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_RESOURCE_THR_PERCENT,Resource Threshold Percent,VARCHAR2,,,80,,,Y,59,,,220,2420322C303030,6.00E+61,0.004545455,5040800,1,20-Jun-24,17481341,CHAR_CS,80,YES,NO,5,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_BNPL_IT_X,KIES_RESOURCE_THRESHOLD,,NUMBER,,,22,22,7,Y,60,,,0,,,0,22522141,0,20-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,KIES_TOTAL_COUNTABLE_RESOURCE,Total Resource Countable,NUMBER,,,22,22,7,Y,61,,,125272,3B5E65143F0866,C5025B0129,7.98E-06,5101165,1,20-Jun-24,17420976,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,X_KIES_BLIND_WORK_EXPENSE,Expense for Blind Work,NUMBER,,,22,22,7,Y,62,,,16,80,C2222541,0.0625,5847008,1,20-Jun-24,16675133,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,X_KIES_EXPTD_20_DISREGARD,Disregard for Expected 20 Disregard,NUMBER,,,22,22,7,Y,63,,,11,80,C215,0.090909091,5874181,1,20-Jun-24,16647960,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,X_KIES_EXPTD_65_HALF_DISREGARD,Indicates Expected 65 Half Disregard,NUMBER,,,22,22,7,Y,64,,,33772,80,C40614645333,2.96E-05,6055784,1,20-Jun-24,16466357,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,X_KIES_IMPAIRMENT_WORK_EXPENSE,Expense for Impairement Work,NUMBER,,,22,22,7,Y,65,,,23,80,C21862,0.043478261,5847036,1,20-Jun-24,16675105,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_BNPL_IT_X,X_KIES_SELF_SUPP_EXCLUSION,Support Exclusion for Total Self,NUMBER,,,22,22,7,Y,66,,,49,80,C245,0.020408163,5846908,1,20-Jun-24,16675233,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,ROW_ID,Row Id of the record,VARCHAR2,,,60,,,N,1,,,8239573,312D313030364B4254,312D5A5A57543438,1.21E-07,0,1,2-Jun-24,8239573,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,CREATED,Created Date,DATE,,,7,,,N,2,8,sysdate ,5801472,7871091B14050A,787C0602031D2A,1.72E-07,0,1,2-Jun-24,8239573,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,CREATED_BY,Login by whom record is created,VARCHAR2,,,60,,,N,3,,,342,302D31,312D5A4C41344E58,0.002923977,0,1,2-Jun-24,8239573,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,LAST_UPD,Recent Date on which record got updated from DB,DATE,,,7,,,N,4,8,sysdate ,5881856,7871091B14050A,787C0602031D2A,1.70E-07,0,1,2-Jun-24,8239573,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,LAST_UPD_BY,Login by whom record is updated recently from DB,VARCHAR2,,,60,,,N,5,,,342,302D31,312D5A4C41344E58,0.002923977,0,1,2-Jun-24,8239573,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,MODIFICATION_NUM,Number of modifications on the record,NUMBER,,,22,10,0,N,6,2,0,8,80,C108,0.125,0,1,2-Jun-24,8239573,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,CONFLICT_ID,unique identifier assigned to a conflict record.,VARCHAR2,,,60,,,N,7,4,0' ,1,30,30,1,0,1,2-Jun-24,8239573,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,PAR_ROW_ID,Row Id of Parent,VARCHAR2,,,60,,,N,8,,,8239573,312D313030364B4254,312D5A5A57543438,1.21E-07,0,1,2-Jun-24,8239573,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,ACCEPTED_FLG,Indicates Accepted or not,CHAR,,,4,,,Y,9,3,N',2,4E,59,0.5,30,1,2-Jun-24,8239543,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,ACK_RESP_FLG,Indicates if Acknowledged,CHAR,,,4,,,Y,10,,,1,4E,4E,1,1262111,1,2-Jun-24,6977462,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,ACK_RES_DT,Acknowledged Date,DATE,,,7,,,Y,11,,,0,,,0,8239573,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,ACK_RIGHTS_DT,Acknowledged Rights Date,DATE,,,7,,,Y,12,,,0,,,0,8239573,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,ACK_RIGHTS_FLG,Acknowledges Rights,CHAR,,,4,,,Y,13,,,1,4E,4E,1,1262111,1,2-Jun-24,6977462,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,APPL_DT,Indicates the Date of Application Received,DATE,,,7,,,Y,14,,,129920,779A0909010101,787C0601010101,7.70E-06,7791,1,2-Jun-24,8231782,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,DB_LAST_UPD,Recent Date on which record got updated,DATE,,,7,,,Y,15,,,5886464,7871091B14050A,787C0602031D2A,1.70E-07,0,1,2-Jun-24,8239573,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,NXT_REV_DT,Indicates the Next Review Date,DATE,,,7,,,Y,16,,,6836,77720A0F0D0101,8273081F010101,0.000146284,748786,1,2-Jun-24,7490787,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CASE_BP_X,DB_LAST_UPD_SRC,Whom record is updated recently,VARCHAR2,,,200,,,Y,17,,,7,45494D,55736572,0.142857143,0,1,2-Jun-24,8239573,CHAR_CS,200,YES,NO,26,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,DECISION_REPORT,Indicates the Decision Report,VARCHAR2,,,4000,,,Y,18,,,0,,,0,8239573,0,2-Jun-24,,CHAR_CS,4000,YES,NO,0,2000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,DETERMN_TYPE,Indicates the Determination Type,VARCHAR2,,,60,,,Y,19,,,0,,,0,8239573,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,GUID,Decision Report GUID,VARCHAR2,,,400,,,Y,20,,,6249984,3.26E+63,3.34E+63,1.60E-07,1751252,1,2-Jun-24,6488321,CHAR_CS,400,YES,NO,27,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CASE_BP_X,COMMENTS,Comments,VARCHAR2,,,4000,,,Y,21,,,0,,,0,8239573,0,2-Jun-24,,CHAR_CS,4000,YES,NO,0,4000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ROW_ID,Row Id of the record,VARCHAR2,,,60,,,N,1,,,1303590,312D313030364B4238,312D5A5A56555834,7.67E-07,0,1,2-Jun-24,1303590,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CREATED,Date on which record is created,DATE,,,7,,,N,2,8,sysdate ,607680,7871091B0B2108,787C060113281B,1.65E-06,0,1,2-Jun-24,1303590,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,CREATED_BY,Login by whom record is created,VARCHAR2,,,60,,,N,3,,,296,302D31,312D5A4C41344E58,0.003378378,0,1,2-Jun-24,1303590,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,LAST_UPD,Recent Date on which record got updated from DB,DATE,,,7,,,N,4,8,sysdate ,894208,7871091B0B2108,787C0602031D28,1.12E-06,0,1,2-Jun-24,1303590,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,LAST_UPD_BY,Login by whom record is updated recently from DB,VARCHAR2,,,60,,,N,5,,,341,302D31,312D5A4C41344E58,0.002932551,0,1,2-Jun-24,1303590,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,MODIFICATION_NUM,Number of modifications on the record,NUMBER,,,22,10,0,N,6,2,0,56,80,C142,3.84E-07,0,56,2-Jun-24,1303590,,,YES,NO,3,0,,NO,YES,FREQUENCY,NO,NO,,,,
SIEBEL,CX_OG_CON_X,CONFLICT_ID,unique identifier assigned to a conflict record.,VARCHAR2,,,60,,,N,7,4,0' ,1,30,30,1,0,1,2-Jun-24,1303590,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PAR_ROW_ID,Row Id of Parent,VARCHAR2,,,60,,,N,8,,,1291392,312D313030364B4238,312D5A5A56555834,0.000001,0,254,2-Jun-24,5481,CHAR_CS,60,YES,NO,10,15,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PER_WHO_ADOPTED,Indicate the contact is adopted,CHAR,,,4,,,Y,9,3,N',1,4E,4E,1,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PER_WHO_GAINED_IMMI_STAT,The flag to hold the value of Person Who Gained Immi Status,CHAR,,,4,,,Y,10,3,N',2,4E,59,0.5,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PER_WHO_LOST_INSURANCE,The flag to hold the value of Person Who Lost Insurance.,CHAR,,,4,,,Y,11,3,N',2,4E,59,0.5,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PER_WHO_MOVED,The flag to hold the value of Person Who Moved Flag.,CHAR,,,4,,,Y,12,3,N',1,4E,4E,1,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,PER_WHO_REL_FROM_INCAR,The flag to hold the value of Who Released From Incar Flag.,CHAR,,,4,,,Y,13,3,N',2,4E,59,0.5,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,SSN_APPLIED_FLG,Indicates Contact Applied for SSN,CHAR,,,4,,,Y,14,3,N',2,4E,59,0.5,0,1,2-Jun-24,1303590,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
