Source,Source File,Table,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,Gap,Findings 
CMS,ResDAC,mmlead_condition,INTDIS_MEDICARE,N/A,Intellectual Disabilities and Related Conditions - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,INTDIS_MEDICARE_EVER,N/A,Intellectual Disabilities/Rltd Conditions FirstEverOccrDt-MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_COMBINED,N/A,Learning Disabilities - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_COMBINED_EVER,N/A,Learning Disabilities First Ever Occurrence Date - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_MEDICAID,N/A,Learning Disabilities - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_MEDICAID_EVER,N/A,Learning Disabilities First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_MEDICARE,N/A,Learning Disabilities - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEADIS_MEDICARE_EVER,N/A,Learning Disabilities First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_COMBINED,N/A,Leukemias and Lymphomas - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_COMBINED_EVER,N/A,Leukemias and Lymphomas First Ever Occr Date - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_MEDICAID,N/A,Leukemias and Lymphomas - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_MEDICAID_EVER,N/A,Leukemias and Lymphomas First Ever Occurrence Date - MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_MEDICARE,N/A,Leukemias and Lymphomas - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LEUKLYMPH_MEDICARE_EVER,N/A,Leukemias and Lymphomas First Ever Occurrence Date - MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_COMBINED,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hepatitis)-CombMDCR/MDCDClms,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_COMBINED_EVER,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hep)FrstEverOccrDt-CombClms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_MEDICAID,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hepatitis) - MDCD Only Clms,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_MEDICAID_EVER,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hep)FrstEverOccrDt-MDCDOnlyClms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_MEDICARE,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hepatitis) - MDCR Only Clms,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LIVER_MEDICARE_EVER,N/A,LiverDiseaseCirrhosis/OthLiverConds(excl Hep)FrstEverOccrDt-MDCROnlyClms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_COMBINED,N/A,Lung Cancer - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_COMBINED_EVER,N/A,Lung Cancer First Ever Occurrence Date - Combined MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_MEDICAID,N/A,Lung Cancer - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_MEDICAID_EVER,N/A,Lung Cancer First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_MEDICARE,N/A,Lung Cancer - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,LNGC_MEDICARE_EVER,N/A,Lung Cancer First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_COMBINED,N/A,Migraine / oth Chronic Headache - Combined MDCR / MDCD Clms,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_COMBINED_EVER,N/A,Migraine / oth Chronic Headache First Ever Occr Dt-CombMDCR/MDCDClms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_MEDICAID,N/A,Migraine and other Chronic Headache - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_MEDICAID_EVER,N/A,Migraine / oth Chronic Headache First Ever Occr Dt - MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_MEDICARE,N/A,Migraine and other Chronic Headache - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MIGRAINE_MEDICARE_EVER,N/A,Migraine / oth Chronic Headache First Ever Occr Dt - MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_COMBINED,N/A,Mobility Impairments - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_COMBINED_EVER,N/A,Mobility Impairments First Ever Occurrence Date - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_MEDICAID,N/A,Mobility Impairments - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_MEDICAID_EVER,N/A,Mobility Impairments First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_MEDICARE,N/A,Mobility Impairments - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MOBIMP_MEDICARE_EVER,N/A,Mobility Impairments First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MSIS_ID,N/A,Medicaid State ID Number,varchar,,,,,,,,,32,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_COMBINED,N/A,Multiple Sclerosis / Transverse Myelitis - Comb MDCR / MDCD Clms,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_COMBINED_EVER,N/A,Multiple Sclerosis/Transverse Myelitis FirstEverOccrDt-CombMDCR/MDCDClms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_MEDICAID,N/A,Multiple Sclerosis and Transverse Myelitis - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_MEDICAID_EVER,N/A,Multiple Sclerosis / Transverse Myelitis FirstEver OccrDt-MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_MEDICARE,N/A,Multiple Sclerosis and Transverse Myelitis - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MULSCL_MEDICARE_EVER,N/A,Multiple Sclerosis / Transverse Myelitis FirstEver OccrDt-MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_COMBINED,N/A,Muscular Dystrophy - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_COMBINED_EVER,N/A,Muscular Dystrophy First Ever Occurrence Date - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_MEDICAID,N/A,Muscular Dystrophy - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_MEDICAID_EVER,N/A,Muscular Dystrophy First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_MEDICARE,N/A,Muscular Dystrophy - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,MUSDYS_MEDICARE_EVER,N/A,Muscular Dystrophy First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_COMBINED,N/A,Obesity - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_COMBINED_EVER,N/A,Obesity First Ever Occurrence Date - Combined Medicare / Medicaid Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_MEDICAID,N/A,Obesity - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_MEDICAID_EVER,N/A,Obesity First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_MEDICARE,N/A,Obesity - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OBESITY_MEDICARE_EVER,N/A,Obesity First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_COMBINED,N/A,Osteoporosis - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_COMBINED_EVER,N/A,Osteoporosis First Ever Occurrence Date - Combined MDCR / MDCD Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_MEDICAID,N/A,Osteoporosis - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_MEDICAID_EVER,N/A,Osteoporosis First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_MEDICARE,N/A,Osteoporosis - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OST_MEDICARE_EVER,N/A,Osteoporosis First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_COMBINED,N/A,Oth Developmental Delays - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_COMBINED_EVER,N/A,Oth Developmental Delays First Ever Occr Dt - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_MEDICAID,N/A,Oth Developmental Delays - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_MEDICAID_EVER,N/A,Oth Developmental Delays First Ever Occur Date - Medicaid Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_MEDICARE,N/A,Oth Developmental Delays - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OTHDEL_MEDICARE_EVER,N/A,Oth Developmental Delays First Ever Occur Date - Medicare Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_COMBINED,N/A,Overarching OUD Disorder (Any of the Three Sub-Indicators) - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_COMBINED_EVER,N/A,Overarching OUD Dsrdr (Any of 3 Sub-Inds) 1st Evr Occr Dt- Cmbnd Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_MEDICAID,N/A,Overarching OUD Disorder (Any of the Three Sub-Indicators) - Medicaid-Only Claim,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_MEDICAID_EVER,N/A,Overarching OUD Dsrdr (Any of 3 Sub-Inds) 1st Evr Occr Dt-Mdcd Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_MEDICARE,N/A,Overarching OUD Disorder (Any of the Three Sub-Indicators) - Medicare-Only Claim,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_ANY_MEDICARE_EVER,N/A,Overarching OUD Dsrdr (Any of 3 Sub-Inds) 1st Evr Occr Dt-Mdcr Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_COMBINED,N/A,Diagnosis and Procedure Basis for OUD - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_COMBINED_EVER,N/A,Diagnosis and Procedure Basis for OUD 1st Evr Occr Dt - Combined Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_MEDICAID,N/A,Diagnosis and Procedure Basis for OUD - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_MEDICAID_EVER,N/A,Diagnosis and Procedure Basis for OUD 1st Evr Occr Dt - Mdcd Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_MEDICARE,N/A,Diagnosis and Procedure Basis for OUD - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_DX_MEDICARE_EVER,N/A,Diagnosis and Procedure Basis for OUD 1st Evr Occr Dt - Mdcr Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_COMBINED,N/A,Opioid-Related Hospitalization or ED - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_COMBINED_EVER,N/A,Opioid-Related Hospitalization or ED 1st Evr Occr Dt - Combined Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_MEDICAID,N/A,Opioid-Related Hospitalization or ED - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_MEDICAID_EVER,N/A,Opioid-Related Hospitalization or ED 1st Evr Occr Dt - Mdcd Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_MEDICARE,N/A,Opioid-Related Hospitalization or ED - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_HOSP_MEDICARE_EVER,N/A,Opioid-Related Hospitalization or ED 1st Evr Occr Dt - Mdcr Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_COMBINED,N/A,Use of Medication-Assisted Treatment (MAT) - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_COMBINED_EVER,N/A,Use of Medication-Assisted Treatment (MAT) 1st Evr Occr Dt - Cmbnd Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_MEDICAID,N/A,Use of Medication-Assisted Treatment (MAT) - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_MEDICAID_EVER,N/A,Use of Medication-Assisted Treatment (MAT) 1st Evr Occr Dt-Mdcd Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_MEDICARE,N/A,Use of Medication-Assisted Treatment (MAT) - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,OUD_MAT_MEDICARE_EVER,N/A,Use of Medication-Assisted Treatment (MAT) 1st Evr Occr Dt-Mdcr Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_COMBINED,N/A,Prostate Cancer - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_COMBINED_EVER,N/A,Prostate Cancer First Ever Occurrence Date - Combined MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_MEDICAID,N/A,Prostate Cancer - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_MEDICAID_EVER,N/A,Prostate Cancer First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_MEDICARE,N/A,Prostate Cancer - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PRC_MEDICARE_EVER,N/A,Prostate Cancer First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_COMBINED,N/A,Personality Disorders - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_COMBINED_EVER,N/A,Personality Disorders First Ever Occr Date - Combined MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_MEDICAID,N/A,Personality Disorders - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_MEDICAID_EVER,N/A,Personality Disorders First Ever Occurrence Date - Medicaid Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_MEDICARE,N/A,Personality Disorders - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PSDS_MEDICARE_EVER,N/A,Personality Disorders First Ever Occurrence Date - Medicare Only Claims,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_COMBINED,N/A,Post-Traumatic Stress Disorder - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_COMBINED_EVER,N/A,Post-Traumatic Stress Disorder First Ever Occr Dt-Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_MEDICAID,N/A,Post-Traumatic Stress Disorder - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_MEDICAID_EVER,N/A,Post-Traumatic Stress Disorder First Ever Occr Date - MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_MEDICARE,N/A,Post-Traumatic Stress Disorder - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PTRA_MEDICARE_EVER,N/A,Post-Traumatic Stress Disorder First Ever Occr Date - MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_COMBINED,N/A,Peripheral Vascular Disease - Combined Medicare / Medicaid Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_COMBINED_EVER,N/A,Peripheral Vascular Disease First Ever Occr Dt - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_MEDICAID,N/A,Peripheral Vascular Disease - Medicaid Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_MEDICAID_EVER,N/A,Peripheral Vascular Disease First Ever Occr Dt - MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_MEDICARE,N/A,Peripheral Vascular Disease - Medicare Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,PVD_MEDICARE_EVER,N/A,Peripheral Vascular Disease First Ever Occr Dt - MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_COMBINED,N/A,Rheumatoid - Osteo Arthritis - Combined Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_COMBINED_EVER,N/A,Rheumatoid - Osteo Arthritis First Ever Occr Dt - Comb MDCR / MDCD Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_MEDICAID,N/A,Rheumatoid - Osteo Arthritis - Medicaid-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_MEDICAID_EVER,N/A,Rheumatoid - Osteo Arthritis First Ever Occurrence Date - MDCD Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_MEDICARE,N/A,Rheumatoid - Osteo Arthritis - Medicare-Only Claims,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,RAOA_MEDICARE_EVER,N/A,Rheumatoid - Osteo Arthritis First Ever Occurrence Date - MDCR Only Clms,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,mmlead_condition,REFERENCE_YEAR,N/A,Reference Year,decimal,,,,,,,,,4,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
