DD V2.4.0 - Data Element,,,,,,,,,,,
ACTION CODE,"NEW
 ROW
 NBR",DE NO,DE NO EXTENDED,"DATA 
ELEMENT
 NAME
 COMPUTING","DATA 
ELEMENT
NAME TEXT",DATA ELEMENT LEVEL NECESSITY,DEFINITION,CODING REQUIREMENT,"LAST 
UPDATE
 DATE",FILENAME,"FILE SEGMENT NAME
WITH RECORD ID 
COMPUTING"
A2,3359,CRX125,CRX.003.125,MEDICAID-PAID-AMT,Medicaid Paid Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3360,CRX125,CRX.003.125,MEDICAID-PAID-AMT,Medicaid Paid Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3361,CRX126,CRX.003.126,MEDICAID-FFS-EQUIVALENT-AMT,Medicaid FFS Equivalent Amount ,Conditional,The amount that would have been paid had the services been provided on a Fee for Service basis.,Value must be between -99999999999.99 and 99999999999.99,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3362,CRX126,CRX.003.126,MEDICAID-FFS-EQUIVALENT-AMT,Medicaid FFS Equivalent Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3363,CRX126,CRX.003.126,MEDICAID-FFS-EQUIVALENT-AMT,Medicaid FFS Equivalent Amount ,Not Applicable,Not Applicable,"If associated Type of Claim value equals '3, C, W', then value is mandatory and must be provided",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3364,CRX126,CRX.003.126,MEDICAID-FFS-EQUIVALENT-AMT,Medicaid FFS Equivalent Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3365,CRX127,CRX.003.127,MEDICARE-DEDUCTIBLE-AMT,Medicare Deductible Amount ,Conditional,"The amount paid by Medicaid/CHIP on this claim at the claim line level toward the beneficiary's Medicare deductible. If the Medicare deductible amount can be identified separately from Medicare coinsurance payments, code that amount in this field. If the Medicare coinsurance and 
deductible payments cannot be separated, fill this field with the combined payment amount and MEDICARE-COINSURANCE-PAYMENT is not required.",Value must be between -99999999999.99 and 99999999999.99,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3366,CRX127,CRX.003.127,MEDICARE-DEDUCTIBLE-AMT,Medicare Deductible Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3367,CRX127,CRX.003.127,MEDICARE-DEDUCTIBLE-AMT,Medicare Deductible Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3368,CRX128,CRX.003.128,MEDICARE-COINS-AMT,Medicare Coinsurance Amount ,Conditional,"The amount paid by Medicaid/CHIP on this claim toward the recipient's Medicare coinsurance at the claim detail level. If the Medicare coinsurance amount can be identified separately from Medicare deductible payments, code that amount in this field. If Medicare coinsurance and 
deductible payments cannot be separated, populate the MEDICARE-DEDUCTIBLE-AMT.  See US Dollar Amount (DT)",Value must be between -99999999999.99 and 99999999999.99,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3369,CRX128,CRX.003.128,MEDICARE-COINS-AMT,Medicare Coinsurance Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3370,CRX128,CRX.003.128,MEDICARE-COINS-AMT,Medicare Coinsurance Amount ,Not Applicable,Not Applicable,(payments can't be separated) value 99998 is an exception to the US Dollar Amount requirements,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3371,CRX128,CRX.003.128,MEDICARE-COINS-AMT,Medicare Coinsurance Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3372,CRX129,CRX.003.129,MEDICARE-PAID-AMT,Medicare Paid Amount ,Conditional,The amount paid by Medicare on this claim or adjustment.,Value must be between -99999999999.99 and 99999999999.99,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3373,CRX129,CRX.003.129,MEDICARE-PAID-AMT,Medicare Paid Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3374,CRX129,CRX.003.129,MEDICARE-PAID-AMT,Medicare Paid Amount ,Not Applicable,Not Applicable,"If associated Crossover Indicator value is ""0"", then the Medicare Paid Amount must not be populated.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3375,CRX129,CRX.003.129,MEDICARE-PAID-AMT,Medicare Paid Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3376,CRX129,CRX.003.129,MEDICARE-PAID-AMT,Medicare Paid Amount ,Not Applicable,Not Applicable,"If value is populated, Crossover Indicator must be equal to ""1""",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3377,CRX131,CRX.003.131,OT-RX-CLAIM-QUANTITY-ALLOWED,OT RX Claim Quantity Allowed ,Conditional,The maximum allowable quantity of a drug or service that may be dispensed per prescription per date of service or per month. Quantity limits are applied to medications when the majority of appropriate clinical utilizations will be addressed within the quantity allowed.,"Value may include up to 6 digits to the left of the decimal point, and 3 digits to the right e.g. 123456.789",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3378,CRX131,CRX.003.131,OT-RX-CLAIM-QUANTITY-ALLOWED,OT RX Claim Quantity Allowed ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3379,CRX131,CRX.003.131,OT-RX-CLAIM-QUANTITY-ALLOWED,OT RX Claim Quantity Allowed ,Not Applicable,Not Applicable,"If Type of Claim is in [1, 3, A, C, U, W], then this value must be reported.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3380,CRX132,CRX.003.132,OT-RX-CLAIM-QUANTITY-ACTUAL,OT RX Claim Quantity Actual ,Conditional,"The quantity of a drug, service, or product that is rendered/dispensed for a prescription, specific date of service, or billing time span.  This field is only applicable when the service being billed can be quantified in discrete units, e.g., a number of visits or the number of units of a 
prescription/refill that were filled. For prescriptions/refills, use the Medicaid Drug Rebate definition of a unit, which is the smallest unit by which the drug is normally measured; e.g. tablet, capsule, milliliter, etc.  For drugs not identifiable or dispensed by a normal unit, e.g. powder 
filled vials, use 1 as the number of units.","Value may include up to 6 digits to the left of the decimal point, and 3 digits to the right e.g. 123456.789",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C1,3381,CRX132,CRX.003.132,OT-RX-CLAIM-QUANTITY-ACTUAL,OT RX Claim Quantity Actual ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3382,CRX132,CRX.003.132,OT-RX-CLAIM-QUANTITY-ACTUAL,OT RX Claim Quantity Actual ,Not Applicable,Not Applicable,"If Type of Claim is in [1, 3, A, C, U, W], then this value must be reported.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3383,CRX132,CRX.003.132,OT-RX-CLAIM-QUANTITY-ACTUAL,OT RX Claim Quantity Actual ,Not Applicable,Not Applicable,"When populated, corresponding Unit of Measure must be populated",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3384,CRX133,CRX.003.133,UNIT-OF-MEASURE,Unit of Measure ,Conditional,A code to indicate the basis by which the quantity of the drug or supply is expressed.,Value must be in NDC Unit of Measure List (VVL).,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3385,CRX133,CRX.003.133,UNIT-OF-MEASURE,Unit of Measure ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3386,CRX133,CRX.003.133,UNIT-OF-MEASURE,Unit of Measure ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3387,CRX134,CRX.003.134,TYPE-OF-SERVICE,Type of Service ,Mandatory,A code to categorize the services provided to a Medicaid or CHIP enrollee.,Value must be 3 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3388,CRX134,CRX.003.134,TYPE-OF-SERVICE,Type of Service ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3389,CRX134,CRX.003.134,TYPE-OF-SERVICE,Type of Service ,Not Applicable,Not Applicable,Value must satisfy the requirements of Type of Service (RX Claim) List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3390,CRX135,CRX.003.135,HCBS-SERVICE-CODE,HCBS Service Code ,Conditional,"A code to indicate that the service represents a long-term care home and community based service or support for an individual with chronic medical and/or mental conditions. The codes help to delineate between acute care and long-term care provided in the home and community setting (e.g. 
1915(c), 1915(i), 1915(j), and 1915(k) services).",Value must be in HCBS Service Code List (VVL).,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3391,CRX135,CRX.003.135,HCBS-SERVICE-CODE,HCBS Service Code ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3392,CRX135,CRX.003.135,HCBS-SERVICE-CODE,HCBS Service Code ,Not Applicable,Not Applicable,"If value is 1-7, then HCBS Taxonomy must be populated.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3393,CRX135,CRX.003.135,HCBS-SERVICE-CODE,HCBS Service Code ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3394,CRX136,CRX.003.136,HCBS-TAXONOMY,HCBS Taxonomy ,Conditional,A code to classify the home and community based services listed on the claim into the HCBS taxonomy.,Value must be in HCBS Taxonomy Code List (VVL).,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3395,CRX136,CRX.003.136,HCBS-TAXONOMY,HCBS Taxonomy ,Not Applicable,Not Applicable,Value must be 5 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3396,CRX136,CRX.003.136,HCBS-TAXONOMY,HCBS Taxonomy ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3397,CRX137,CRX.003.137,OTHER-TPL-COLLECTION,Other TPL Collection ,Conditional,"This data element indicates that the claim is for a beneficiary for whom other third party resource development and collection activities are in progress, when the liability is not another health insurance plan for which the eligible is a beneficiary.",Value must be in Other TPL Collection List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3398,CRX137,CRX.003.137,OTHER-TPL-COLLECTION,Other TPL Collection ,Not Applicable,Not Applicable,Value must be 3 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3399,CRX137,CRX.003.137,OTHER-TPL-COLLECTION,Other TPL Collection ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3400,CRX138,CRX.003.138,DAYS-SUPPLY,Days Supply ,Mandatory,Number of days supply dispensed.,Value must be 5 digits or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3401,CRX138,CRX.003.138,DAYS-SUPPLY,Days Supply ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3402,CRX138,CRX.003.138,DAYS-SUPPLY,Days Supply ,Not Applicable,Not Applicable,Value should be between -365 and 365,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3403,CRX139,CRX.003.139,NEW-REFILL-IND,New Refill Indicator ,Mandatory,"Indicator showing whether the prescription being filled was a new prescription or a refill. If it is a refill, the indicator will indicate the number of refills.",Value must be in New Refill Indicator List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3404,CRX139,CRX.003.139,NEW-REFILL-IND,New Refill Indicator ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3405,CRX139,CRX.003.139,NEW-REFILL-IND,New Refill Indicator ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3406,CRX140,CRX.003.140,BRAND-GENERIC-IND,Brand Generic Indicator ,Mandatory,"Indicates whether the drug is a brand name, generic, single-source, or multi-source drug.",Value must be 1 character,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3407,CRX140,CRX.003.140,BRAND-GENERIC-IND,Brand Generic Indicator ,Not Applicable,Not Applicable,Value must be in Brand Generic Indicator List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3408,CRX140,CRX.003.140,BRAND-GENERIC-IND,Brand Generic Indicator ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3409,CRX141,CRX.003.141,DISPENSE-FEE,Dispense Fee ,Mandatory,"The charge to cover the cost of dispensing the prescription. Dispensing costs include overhead, supplies, and labor, etc. to fill the prescription. Dispense Fee reflects the amount billed by the provider towards the professional dispensing fee.
If the provider does not break out the professional dispensing fee on the NCPDP transaction, this field should be left blank in T-MSIS.
There is currently no specific field in T-MSIS to capture either the professional dispensing fee amount paid, or the amount billed or paid towards ingredient costs.","Value may include up to 6 digits to the left of the decimal point, and 3 digits to the right e.g. 123456.789",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3410,CRX141,CRX.003.141,DISPENSE-FEE,Dispense Fee ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3411,CRX142,CRX.003.142,PRESCRIPTION-NUM,Prescription Number ,Mandatory,The unique identification number assigned by the pharmacy or supplier to the prescription.,Value must not contain a pipe or asterisk symbol,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3412,CRX142,CRX.003.142,PRESCRIPTION-NUM,Prescription Number ,Not Applicable,Not Applicable,Value must be 12 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3413,CRX142,CRX.003.142,PRESCRIPTION-NUM,Prescription Number ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3414,CRX143,CRX.003.143,DRUG-UTILIZATION-CODE,Drug Utilization Code ,Mandatory,"A code indicating the conflict, intervention and outcome of a prescription presented for fulfillment.
The T-MSIS Drug Utilization Code data element is composite field comprised of three distinct NCPDP data elements: ""Reason for Service Code"" (439-E4); ""Professional Service Code"" (44-E5); and ""Result of Service Code"" (441-E6). All 3 of these NCPDP fields are situationally required and 
independent of one another. Pharmacists may report none, one, two or all three. NCPDP situational rules call for one or more of these values in situations where the field(s) could result in different coverage, pricing, patient financial responsibility, drug utilization review outcome, or if the 
information affects payment for, or documentation of, professional pharmacy service.  
The NCPDP ""Results of Service Code"" (bytes 1 & 2 of the T-MSIS Drug Utilization Code) explains whether the pharmacist filled the prescription, filled part of the prescription, etc. The NCPDP ""Professional Service Code"" (bytes 3 & 4 of the T-MSIS Drug Utilization Code) describes what the 
pharmacist did for the patient. The NCPDP ""Result of Service Code"" (bytes 5 & 6 of the T-MSIS Drug Utilization Code) describes the action the pharmacist took in response to a conflict or the result of a pharmacist's professional service. 
 
Because the T-MSIS Drug Utilization Code data element is a composite field, it is necessary for the state to populate all six bytes if any of the three NCPDP fields has a value. In such situations, use 'spaces' as placeholders for not applicable codes. 
 
see Drug Utilization Professional Service Code List (VVL.044)
see Drug Utilization Reason For Service Code List (VVL.045)
see Drug Utilization Result of Service Code List (VVL.046)",Value must be 6 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3415,CRX143,CRX.003.143,DRUG-UTILIZATION-CODE,Drug Utilization Code ,Not Applicable,Not Applicable,"Characters 1 and 2 (2-character string) may be in Drug Utilization Result of Service Code List (VVL), or spaces in cases where code is unused or not available",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3416,CRX143,CRX.003.143,DRUG-UTILIZATION-CODE,Drug Utilization Code ,Not Applicable,Not Applicable,"Characters 3 and 4 (2-character string) may be in Drug Utilization Professional Service Code List (VVL), or spaces in cases where code is unused or not available",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3417,CRX143,CRX.003.143,DRUG-UTILIZATION-CODE,Drug Utilization Code ,Not Applicable,Not Applicable,"Characters 5 and 6 (2-character string) may be in Drug Utilization Reason For Service Code List (VVL), or not populated in cases where code is unused or not available",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3418,CRX143,CRX.003.143,DRUG-UTILIZATION-CODE,Drug Utilization Code ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3419,CRX145,CRX.003.145,COMPOUND-DOSAGE-FORM,Compound Dosage Form ,Conditional,"The physical form of a dose of medication, such as a capsule or injection. see Compound Dosage Form List (VVL.037)",Value must be in Compound Dosage Form List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3420,CRX145,CRX.003.145,COMPOUND-DOSAGE-FORM,Compound Dosage Form ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3421,CRX145,CRX.003.145,COMPOUND-DOSAGE-FORM,Compound Dosage Form ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3422,CRX146,CRX.003.146,REBATE-ELIGIBLE-INDICATOR,Rebate Eligible Indicator ,Conditional,An indicator to identify claim lines with an NDC that is eligible for the drug rebate program.,Value must be in Rebate Eligible Indicator List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3423,CRX146,CRX.003.146,REBATE-ELIGIBLE-INDICATOR,Rebate Eligible Indicator ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3424,CRX146,CRX.003.146,REBATE-ELIGIBLE-INDICATOR,Rebate Eligible Indicator ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
D1,3425,CRX147,CRX.003.147,IMMUNIZATION-TYPE,Immunization Type ,Not Applicable,[No longer essential - Both data element and associated requirement(s); preserved for file submission integrity.  See Data Dictionary v2.3 for specific definition and coding requirement description(s).],Not Applicable,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3426,CRX148,CRX.003.148,BENEFIT-TYPE,Benefit Type ,Mandatory,The benefit category corresponding to the service reported on the claim or encounter record. Note: The code definitions in the valid value list originate from the Medicaid and CHIP Program Data System (MACPro) benefit type list. See Appendix H: Benefit Types,Value must be in Benefit Type Code List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3427,CRX148,CRX.003.148,BENEFIT-TYPE,Benefit Type ,Not Applicable,Not Applicable,Value must be 3 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3428,CRX148,CRX.003.148,BENEFIT-TYPE,Benefit Type ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3429,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Conditional,A code to indicate the Federal funding source for the payment.,Value must be in CMS 64 Category for Federal Reimbursement List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3430,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3431,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,"(Federal Funding under Title XXI) if value equals '02', then the eligible's CHIP Code (ELG.003.054) must be in ['2', '3']",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3432,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,(Federal Funding under Title XIX) if value equals '01' then the eligible's CHIP Code (ELG.003.054) must be '1',2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C1,3433,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3434,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,"If Type of Claim is in ['1','2','5','A','B','E','U','V','Y'] and the Total Medicaid Paid Amount is populated on the corresponding claim header, then value must be reported.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3435,CRX149,CRX.003.149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CMS 64 Category for Federal Reimbursement ,Not Applicable,Not Applicable,"If Type of Claim is in ['4','D'] and the Service Tracking Payment Amount on the relevant record is populated, then value must be reported.",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3436,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Conditional,A code indicating the category of service for the paid claim. The category of service is the line item from the CMS-64 form that states use to report their expenditures and request federal financial participation.,Value must be in XIX MBESCBES Category of Service List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3437,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Not Applicable,Not Applicable,Value must be 4 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3438,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3439,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Not Applicable,Not Applicable,"(Medicaid Claim) if the associated CMS-64 Category for Federal Reimbursement value is '1', then a valid value is mandatory and must be reported",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3440,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Not Applicable,Not Applicable,"If value is in ['14', '35', '42' or '44'], then Sex (ELG.002.023) must not equals 'M'",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3441,CRX150,CRX.003.150,XIX-MBESCBES-CATEGORY-OF-SERVICE,XIX MBESCBES Category of Service ,Not Applicable,Not Applicable,If XXI MBESCBES Category of Service is populated then must not be populated,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3442,CRX151,CRX.003.151,XXI-MBESCBES-CATEGORY-OF-SERVICE,XXI MBESCBES Category of Service ,Conditional,A code to indicate the category of service for the paid claim.  The category of service is the line item from the CMS-21 form that states use to report their expenditures and request federal financial participation.,Value must be in XXI MBESCBES Category of Service List (VVL),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3443,CRX151,CRX.003.151,XXI-MBESCBES-CATEGORY-OF-SERVICE,XXI MBESCBES Category of Service ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3444,CRX151,CRX.003.151,XXI-MBESCBES-CATEGORY-OF-SERVICE,XXI MBESCBES Category of Service ,Not Applicable,Not Applicable,"(CHIP Claim) if the associated CMS-64 Category for Federal Reimbursement value is '2', then a valid value is mandatory and must be reported",2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3445,CRX151,CRX.003.151,XXI-MBESCBES-CATEGORY-OF-SERVICE,XXI MBESCBES Category of Service ,Not Applicable,Not Applicable,If XIX MBESCBES Category of Service is populated then value must not be populated,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3446,CRX151,CRX.003.151,XXI-MBESCBES-CATEGORY-OF-SERVICE,XXI MBESCBES Category of Service ,Not Applicable,Not Applicable,Value must be 3 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3447,CRX152,CRX.003.152,OTHER-INSURANCE-AMT,Other Insurance Amount ,Conditional,The amount paid by insurance other than Medicare or Medicaid on this claim.,Value must be between -99999999999.99 and 99999999999.99,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3448,CRX152,CRX.003.152,OTHER-INSURANCE-AMT,Other Insurance Amount ,Not Applicable,Not Applicable,Value must be expressed as a number with 2-digit precision (e.g. 100.50 ),2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3449,CRX152,CRX.003.152,OTHER-INSURANCE-AMT,Other Insurance Amount ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
A2,3450,CRX153,CRX.003.153,STATE-NOTATION,State Notation ,Optional,A free text field for the submitting state to enter whatever information it chooses.,Value must be 500 characters or less,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
C2,3451,CRX153,CRX.003.153,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Value must not contain a pipe or asterisk symbols,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
X1,3452,CRX153,CRX.003.153,STATE-NOTATION,State Notation ,Not Applicable,Not Applicable,Optional,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
D1,3453,CRX154,CRX.003.154,FILLER,Not Applicable,Not Applicable,[No longer essential - Both data element and associated requirement(s); preserved for file submission integrity.  See Data Dictionary v2.3 for specific definition and coding requirement description(s).],Not Applicable,2/12/2021,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
